Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,RainTomorrow
2012-08-16,Albury,6.2,14.7,0.6,NA,NA,NW,33,NA,NW,0,17,88,63,1015,1010.3,8,8,9,13.2,No,13.4,Yes
2012-08-17,Albury,6.4,11.7,13.4,NA,NA,NW,50,NNW,NW,19,31,95,69,1003.7,1001.3,7,8,6.8,10.6,Yes,6.6,Yes
2012-08-18,Albury,3,14.9,6.6,NA,NA,WSW,37,NA,W,0,20,99,74,1011,1012.5,8,8,6.7,12.8,Yes,0,No
2012-08-19,Albury,0.6,13.3,0,NA,NA,W,30,NE,WNW,2,15,100,62,1023.4,1022,8,NA,5.1,12.8,No,0,No
2012-08-20,Albury,2.1,12.4,0,NA,NA,SE,17,N,S,2,6,89,55,1024.6,1020.4,8,2,6.4,11.7,No,0,No
2012-08-21,Albury,2.1,16.4,0,NA,NA,N,33,SE,NE,7,19,84,45,1020.1,1015.3,2,1,7.9,15.6,No,0,No
2012-08-22,Albury,6.2,19.4,0,NA,NA,ENE,35,E,ENE,9,19,74,50,1012.6,1005.7,5,NA,11.3,18.5,No,1,No
2012-08-23,Albury,8.2,13.6,1,NA,NA,NW,43,WNW,WSW,24,2,79,96,1007.3,1004.1,8,7,11.8,11.7,No,9.4,Yes
2012-08-24,Albury,5.3,11.4,9.4,NA,NA,WNW,46,NNW,NW,15,20,90,70,1013.7,1012.9,8,8,6.1,11.1,Yes,2,Yes
2012-08-25,Albury,6.1,10.7,2,NA,NA,WNW,28,NW,NW,6,13,86,63,1020.6,1019.6,8,8,7,10.6,Yes,0.8,No
2012-08-26,Albury,7,14.2,0.8,NA,NA,WSW,31,WNW,W,15,19,85,50,1020.7,1020.5,3,6,10.2,13.8,No,0,No
2012-08-27,Albury,-0.2,14.3,0,NA,NA,SE,19,E,S,7,7,100,59,1026.4,1023.2,8,1,4.6,13.9,No,0,No
2012-08-28,Albury,1.2,15.3,0,NA,NA,SE,20,SSE,ENE,2,11,87,55,1024.9,1019.9,NA,NA,7.6,14.8,No,0,No
2012-08-29,Albury,2.9,17.6,0,NA,NA,WNW,48,SE,N,9,17,72,48,1013.4,1007.7,8,NA,10.8,17,No,0.6,No
2012-08-30,Albury,6.2,12.8,0.6,NA,NA,W,56,WNW,W,26,26,85,53,1012.1,1014.3,8,6,8.6,10.9,No,1,No
2012-08-31,Albury,3.4,13.4,1,NA,NA,WNW,39,WNW,WSW,17,26,88,47,1019.1,1018,8,7,5.3,12.9,No,0.4,No
2012-09-01,Albury,-1.3,15,0.4,NA,NA,SSW,26,SW,WSW,2,9,76,44,1025.8,1023.1,NA,NA,6.2,14.2,No,0,No
2012-09-02,Albury,0,16.2,0,NA,NA,WSW,24,ESE,WSW,7,19,83,45,1025.7,1022.5,NA,NA,7.9,15.2,No,0,No
2012-09-03,Albury,0.6,18.7,0,NA,NA,E,19,NA,ESE,0,7,75,48,1024.7,1021.5,NA,NA,8.3,17.9,No,0,No
2012-09-04,Albury,4.3,21.2,0,NA,NA,N,22,ENE,N,6,13,76,36,1023.5,1019.1,NA,NA,11.9,20.7,No,0,No
2012-09-05,Albury,2.7,22.1,0,NA,NA,N,83,N,NE,22,19,39,43,1011,1000.8,NA,7,16.8,18.9,No,0.2,No
2012-09-06,Albury,7.7,17.2,0.2,NA,NA,NNW,44,NNW,N,20,22,69,57,1009.5,1008.1,7,8,12.4,15.9,No,2.6,Yes
2012-09-07,Albury,6.8,13.8,2.6,NA,NA,W,67,WNW,WNW,35,33,86,59,1006.8,1008.8,8,8,8,12.4,Yes,3.4,Yes
2012-09-08,Albury,7.5,15.2,3.4,NA,NA,WNW,46,W,WNW,22,24,86,63,1017.9,1017.4,8,8,9.6,14,Yes,0,No
2012-09-09,Albury,6.8,17.3,0,NA,NA,W,30,WSW,W,11,15,73,54,1025.3,1023.6,NA,NA,11.1,17.1,No,0,No
2012-09-10,Albury,3.5,19.1,0,NA,NA,W,22,E,NW,7,7,100,53,1026.3,1021.7,7,NA,8.7,18.1,No,0,No
2012-09-11,Albury,2.7,18.8,0,NA,NA,SE,15,ENE,SE,4,6,94,44,1025.9,1022,1,NA,9.6,17.7,No,0,No
2012-09-12,Albury,2.6,20.9,0,NA,NA,N,28,SE,N,4,13,80,37,1021.2,1015.2,NA,NA,11.3,20.6,No,1.6,Yes
2012-09-13,Albury,9.1,15.5,1.6,NA,NA,W,57,W,WSW,22,33,67,46,1010.4,1011.9,NA,NA,11.8,14.6,Yes,0,No
2012-09-14,Albury,0.8,13.7,0,NA,NA,W,31,ESE,WNW,6,20,77,61,1022.5,1020.6,8,8,7.7,12.8,No,0,No
2012-09-15,Albury,2.4,17.5,0,NA,NA,SE,19,ESE,E,7,7,79,49,1026,1022.9,NA,NA,10,17.1,No,0,No
2012-09-16,Albury,3,17.6,0,NA,NA,WSW,26,E,WNW,7,17,88,56,1021.6,1018.2,NA,NA,10.5,16.3,No,0,No
2012-09-17,Albury,4.7,17.9,0,NA,NA,NE,20,E,NW,6,9,82,53,1019.8,1017.3,1,7,11.9,16.6,No,0,No
2012-09-18,Albury,5,16.5,0,NA,NA,NNW,33,SW,SE,11,13,85,68,1017.4,1013.4,8,4,11.2,15.4,No,13.2,Yes
2012-09-19,Albury,8.4,19.2,13.2,NA,NA,NE,43,N,NE,6,7,87,58,1017.8,1015.1,7,1,12.7,18.6,Yes,0.4,No
2012-09-20,Albury,10.4,22.1,0.4,NA,NA,W,39,SE,E,9,26,87,50,1018,1010.6,7,6,14,21.4,No,0,No
2012-09-21,Albury,11.9,19.4,0,NA,NA,W,39,NW,W,15,22,85,60,1015.5,1014.5,8,8,13.2,18.3,No,0.2,No
2012-09-22,Albury,5.1,19.9,0.2,NA,NA,NW,19,SE,SSE,9,7,90,51,1018.6,1013.6,1,NA,11.5,19,No,0,No
2012-09-23,Albury,4.2,20.7,0,NA,NA,WNW,48,ESE,WNW,11,30,79,45,1009.4,1008.3,1,3,13,18.9,No,0,No
2012-09-24,Albury,5.3,15,0,NA,NA,W,43,W,W,19,26,74,44,1015.8,1016.1,NA,5,11,14.7,No,0,No
2012-09-25,Albury,0.8,17.7,0,NA,NA,ESE,19,NA,SE,0,9,67,43,1022.8,1018.8,NA,NA,9.5,16.5,No,0,No
2012-09-26,Albury,2.5,22,0,NA,NA,SE,44,SE,NNE,6,19,74,36,1021.3,1016.4,NA,NA,11.5,21.4,No,0,No
2012-09-27,Albury,7.6,25.7,0,NA,NA,NNE,54,ENE,NE,6,15,77,44,1014.5,1007.8,5,1,14.3,23.8,No,0,No
2012-09-28,Albury,14.3,24.3,0,NA,NA,N,67,N,W,30,26,45,62,1000.8,1001.6,5,7,23.2,16.3,No,4.2,Yes
2012-09-29,Albury,8.1,14,4.2,NA,NA,WNW,50,W,W,26,28,69,41,1010.5,1012.5,8,8,9,13,Yes,0.2,No
2012-09-30,Albury,2.6,15.3,0.2,NA,NA,W,35,WNW,W,15,19,75,49,1021.8,1021.7,NA,8,9.1,13.7,No,0,No
2012-10-01,Albury,1.8,19.1,0,NA,NA,W,43,SE,W,7,26,70,45,1029.8,1026.9,NA,NA,10.8,18.2,No,0,No
2012-10-02,Albury,4.6,22.2,0,NA,NA,SSW,19,E,WSW,6,9,66,44,1033,1028.6,NA,NA,13.7,21.1,No,0,No
2012-10-03,Albury,5.2,24.8,0,NA,NA,SSW,28,E,WNW,9,11,75,36,1027.7,1022.7,NA,NA,14.8,24,No,0,No
2012-10-04,Albury,5.6,28.7,0,NA,NA,NA,NA,ENE,WNW,7,28,70,22,1019.7,1013.3,NA,NA,16.2,28.3,No,0,No
2012-10-06,Albury,11.7,13.1,NA,NA,NA,NA,NA,SSW,WSW,9,17,97,100,1016.8,1011.6,NA,8,12,12.4,NA,33.4,Yes
2012-10-07,Albury,2.7,17.1,33.4,NA,NA,WSW,31,SW,W,6,17,72,51,1018.2,1016.3,NA,2,8.7,15.6,Yes,0,No
2012-10-08,Albury,3.5,16.8,0,NA,NA,WNW,28,S,NNW,6,9,93,58,1016,1013,5,8,8.2,15.4,No,0,No
2012-10-09,Albury,3.5,18.3,0,NA,NA,WSW,31,NA,WNW,0,15,80,47,1013.5,1010.8,NA,1,9.9,17.7,No,0,No
2012-10-10,Albury,5.6,16.2,0,NA,NA,NW,30,WNW,NW,9,15,69,47,1011.6,1009.7,NA,6,11.9,15.5,No,0.8,No
2012-10-11,Albury,7.4,11.6,0.8,NA,NA,SSE,28,SSE,S,9,13,89,85,1007.5,1008,8,8,8.8,10.2,No,7.6,Yes
2012-10-12,Albury,5,17.9,7.6,NA,NA,W,46,SSE,WSW,7,19,48,41,1015.5,1016.1,NA,4,11.4,17.1,Yes,0,No
2012-10-13,Albury,4,18.6,0,NA,NA,WNW,41,E,W,6,19,76,43,1022.1,1020.3,NA,7,10.2,17.3,No,0,No
2012-10-14,Albury,4.7,21,0,NA,NA,SW,37,SE,NW,7,6,83,50,1025.7,1023.1,NA,NA,10.7,20.1,No,0,No
2012-10-15,Albury,6.4,25.7,0,NA,NA,ENE,30,SE,NNE,9,15,79,40,1024.8,1020,NA,NA,13,24.8,No,0,No
2012-10-16,Albury,8.7,19,0,NA,NA,W,35,SE,NE,6,11,87,77,1016,1014.2,1,8,12.4,16.3,No,2.2,Yes
2012-10-17,Albury,5.2,19,2.2,NA,NA,WNW,33,W,WNW,13,22,69,45,1020,1018.7,NA,NA,10.4,17.9,Yes,0,No
2012-10-18,Albury,5.5,22.6,0,NA,NA,WNW,26,E,N,4,7,79,43,1020.5,1018,NA,NA,12.8,21.8,No,0,No
2012-10-19,Albury,8.5,27.2,0,NA,NA,E,24,ESE,ENE,7,17,78,35,1015.9,1010.6,NA,NA,14.9,26.1,No,0,No
2012-10-20,Albury,8.8,24.9,0,NA,NA,NW,41,NA,W,0,24,73,34,1011.7,1011.4,NA,NA,16.7,23.6,No,0,No
2012-10-21,Albury,7.9,20.7,0,NA,NA,WSW,48,W,WSW,6,26,72,35,1015.5,1014.3,NA,NA,15.3,20.1,No,0,No
2012-10-22,Albury,5.8,19,0,NA,NA,WSW,35,S,ESE,11,15,56,34,1020.6,1021.8,NA,NA,12,18,No,0,No
2012-10-23,Albury,4.4,20.7,0,NA,NA,ESE,24,SE,SE,7,11,64,41,1027,1023.7,NA,NA,10.6,19.8,No,0,No
2012-10-24,Albury,5.4,23.6,0,NA,NA,ESE,22,SE,SSE,6,11,71,45,1022.9,1017.8,NA,NA,12.8,21.9,No,0,No
2012-10-25,Albury,12.7,23.8,0,NA,NA,W,44,N,W,19,30,40,45,1009.7,1009.5,NA,3,20.6,22.6,No,0,No
2012-10-26,Albury,7.1,18.5,0,NA,NA,WSW,46,WSW,W,15,30,72,41,1012.1,1010.7,NA,2,11.4,17.8,No,0,No
2012-10-27,Albury,6.3,20.4,0,NA,NA,WSW,46,W,NNW,15,15,64,38,1018.2,1017.8,NA,NA,11.5,18.4,No,0,No
2012-10-28,Albury,6.2,23.7,0,NA,NA,SSW,20,ESE,NW,7,9,63,35,1023.9,1021.1,NA,NA,13.7,22.5,No,0,No
2012-10-29,Albury,9,27,0,NA,NA,ENE,28,SSE,SSE,7,7,72,31,1022.1,1017.9,NA,2,16.4,25.8,No,0,No
2012-10-30,Albury,11,28.8,0,NA,NA,SSW,31,ESE,SW,6,22,64,40,1017.6,1013.4,NA,1,18.1,28.5,No,0,No
2012-10-31,Albury,10.8,31.2,0,NA,NA,S,24,ESE,SSE,9,19,70,38,1016,1012.2,NA,NA,19,29.7,No,0,No
2012-11-01,Albury,17.3,20.6,0,NA,NA,WNW,54,W,WSW,22,33,53,47,1007,1008.6,3,8,20.4,19.3,No,0,No
2012-11-02,Albury,6.4,22.4,0,NA,NA,WSW,28,SSE,ESE,9,7,64,43,1016.6,1014.5,NA,NA,11.8,21.1,No,0,No
2012-11-03,Albury,9.2,24.5,0,NA,NA,NNE,31,SE,NNW,9,19,65,37,1018.2,1015.7,NA,7,15.4,23.5,No,0,No
2012-11-04,Albury,9.2,28.5,0,NA,NA,NE,31,SE,NW,11,11,69,30,1018.1,1014.5,NA,NA,17.5,27.2,No,0,No
2012-11-05,Albury,11.6,27.3,0,NA,NA,S,28,NA,S,0,13,68,51,1015.9,1013.3,NA,8,17.8,26.3,No,0.4,No
2012-11-06,Albury,17.8,29.7,0.4,NA,NA,NNE,39,S,N,11,22,73,42,1011.6,1010,NA,7,22.8,27.3,No,10.6,Yes
2012-11-07,Albury,18.4,20,10.6,NA,NA,NNW,24,NE,WNW,11,13,95,93,1011.2,1008.9,8,8,19.4,19.4,Yes,24.6,Yes
2012-11-08,Albury,16.1,26.1,24.6,NA,NA,WNW,35,NNW,NW,7,11,83,55,1012.8,1011.1,6,8,18.4,21.8,Yes,1.6,Yes
2012-11-09,Albury,10.3,21.8,1.6,NA,NA,WNW,44,W,W,19,22,68,37,1017.5,1017.1,NA,NA,16,20.9,Yes,0,No
2012-11-10,Albury,6.5,22.9,0,NA,NA,SSE,30,SSE,SE,15,17,52,27,1023.8,1021.4,NA,NA,14.5,20.9,No,0,No
2012-11-11,Albury,8.3,24.5,0,NA,NA,ESE,28,ESE,NE,7,7,67,35,1027,1022.7,NA,NA,15.2,23.4,No,0,No
2012-11-12,Albury,9.3,31.6,0,NA,NA,WNW,44,SE,N,7,19,68,31,1021.7,1015.5,NA,NA,18.2,29.4,No,0,No
2012-11-13,Albury,9.1,24.6,0,NA,NA,S,24,ESE,S,7,6,63,37,1019.3,1016.9,NA,NA,16.8,24.1,No,0,No
2012-11-14,Albury,9.9,24.6,0,NA,NA,NNW,24,E,SE,6,9,61,35,1017.8,1014.6,NA,NA,16.8,23.1,No,0,No
2012-11-15,Albury,10,26.2,0,NA,NA,WNW,37,E,WNW,4,20,67,25,1013.8,1011.8,NA,NA,17.1,24.9,No,0,No
2012-11-16,Albury,13.1,24.1,0,NA,NA,WNW,39,S,WNW,11,22,54,29,1011.6,1009.4,NA,NA,18,23.5,No,0,No
2012-11-17,Albury,9,24.2,0,NA,NA,N,28,SSE,SSE,11,13,57,44,1015,1011.4,NA,2,16.2,23.3,No,0,No
2012-11-18,Albury,7.2,21.4,0,NA,NA,WSW,52,W,SW,9,28,50,35,1012.5,1011,NA,NA,17.4,20.1,No,0,No
2012-11-19,Albury,5.8,25.3,0,NA,NA,SSE,41,SW,SE,7,20,58,36,1018,1016.9,NA,NA,15.3,23.8,No,0,No
2012-11-20,Albury,8.3,26.9,0,NA,NA,E,24,SSE,ESE,6,15,56,34,1022.2,1018.1,NA,NA,17.3,26,No,0,No
2012-11-21,Albury,12.3,32.4,0,NA,NA,W,54,NE,NW,13,28,46,24,1015,1008.2,NA,1,21.2,31.5,No,0,No
2012-11-22,Albury,10.9,27.4,0,NA,NA,W,24,SE,W,13,17,47,27,1016,1013.9,NA,NA,18,26.2,No,0,No
2012-11-23,Albury,11.1,29,0,NA,NA,SSE,24,SSE,SSE,7,13,61,28,1018.1,1014.4,NA,NA,18.9,27.6,No,0,No
2012-11-24,Albury,12.4,32.7,0,NA,NA,NNE,31,ESE,NE,7,9,64,30,1015.6,1012,NA,NA,21.5,30.4,No,0,No
2012-11-25,Albury,15.3,36.7,0,NA,NA,NNW,41,E,WNW,9,20,55,16,1013.9,1011.2,NA,NA,23.8,35.8,No,0,No
2012-11-26,Albury,16.6,31.9,0,NA,NA,W,43,SE,WNW,6,20,59,21,1014.4,1012.5,NA,1,22.3,31.2,No,0.2,No
2012-11-27,Albury,15.9,28.1,0.2,NA,NA,SW,33,SSE,ESE,9,7,71,52,1013.3,1013.4,7,3,19.5,26.3,No,0.4,No
2012-11-28,Albury,16.8,32.5,0.4,NA,NA,SSE,30,SSE,E,13,11,59,44,1014.3,1011.2,NA,1,23.9,31.2,No,0,No
2012-11-29,Albury,17.8,37.4,0,NA,NA,NNE,35,E,E,19,17,56,35,1012.4,1008.4,4,NA,27.5,35.4,No,0,No
2012-11-30,Albury,23,34.4,0,NA,NA,NW,43,ENE,WSW,9,13,53,46,1010.4,1011,NA,5,29.5,31.1,No,0,No
2013-01-01,Albury,12.1,34.5,0,NA,NA,W,44,SE,W,4,22,49,16,1012.8,1009.3,NA,NA,22.3,32.7,No,0,No
2013-01-02,Albury,13.8,33.6,0,NA,NA,SSE,28,SSW,ESE,9,11,48,17,1012.2,1010.9,NA,NA,21.4,31.2,No,0,No
2013-01-03,Albury,15.8,36.9,0,NA,NA,E,22,S,SSW,7,11,32,20,1015.8,1011.9,NA,NA,23.6,33.9,No,0,No
2013-01-04,Albury,18.6,40.7,0,NA,NA,ENE,44,ESE,N,7,24,44,12,1012.3,1008.1,NA,NA,27.8,39.3,No,0,No
2013-01-05,Albury,19.8,43.4,0,NA,NA,NW,81,S,ESE,7,11,36,17,1012.4,1009.8,NA,1,30.7,42.4,No,12.6,Yes
2013-01-06,Albury,20.9,42,12.6,NA,NA,SSE,39,ENE,SW,4,15,40,22,1017.6,1014.3,NA,NA,29.2,40.7,Yes,0,No
2013-01-07,Albury,21.9,40.4,0,NA,NA,NNW,41,E,ENE,11,24,47,22,1018.2,1012.4,NA,NA,29.7,38.2,No,0,No
2013-01-08,Albury,21.9,39.2,0,NA,NA,WNW,78,NW,WSW,31,22,24,16,1002.4,997.2,NA,NA,34.5,34.9,No,0,No
2013-01-09,Albury,13.3,25.1,0,NA,NA,WSW,52,WSW,NW,20,22,46,27,1002.4,1002.1,NA,NA,17,23.9,No,0,No
2013-01-10,Albury,11.2,32.2,0,NA,NA,NNE,31,SE,SSE,9,11,48,24,1007.8,1006,NA,NA,20.1,29.5,No,0,No
2013-01-11,Albury,14.5,38.8,0,NA,NA,NNW,37,SE,NNW,7,19,48,12,1007.6,1004.1,NA,NA,23,36.4,No,0,No
2013-01-12,Albury,17,28.8,0,NA,NA,W,37,W,W,19,24,42,32,1007,1010.2,NA,NA,23.2,26,No,0,No
2013-01-13,Albury,18.1,22.3,0,NA,NA,SW,33,WSW,W,7,15,57,80,1011.7,1013.5,7,8,20.1,16.8,No,3.2,Yes
2013-01-14,Albury,8.9,27.1,3.2,NA,NA,SSE,39,ESE,SSE,17,22,46,29,1017.6,1015.5,NA,NA,16.1,25,Yes,0,No
2013-01-15,Albury,11.2,31.4,0,NA,NA,WNW,30,NE,WSW,11,13,52,27,1018.1,1014.3,NA,NA,19.6,28.2,No,0,No
2013-01-16,Albury,13.6,36.1,0,NA,NA,NW,35,S,SSW,6,9,51,12,1013.9,1010.3,NA,NA,21.8,34.2,No,0,No
2013-01-17,Albury,15.5,39.9,0,NA,NA,W,35,SSE,S,6,9,46,11,1009.4,1005,NA,NA,24.6,37.7,No,0,No
2013-01-18,Albury,18.9,43.1,0,NA,NA,W,65,ESE,W,7,30,38,12,999.9,998.5,NA,NA,27,40.6,No,0.8,No
2013-01-19,Albury,18.1,32.2,0.8,NA,NA,W,28,SE,SW,11,13,51,30,1010.2,1009.5,NA,NA,23,29.8,No,0,No
2013-01-20,Albury,16.4,34.6,0,NA,NA,ENE,22,S,S,13,11,51,32,1014.5,1010.5,NA,NA,23.3,32.9,No,0,No
2013-01-21,Albury,19.2,36.8,0,NA,NA,N,50,NE,N,17,22,46,29,1012.1,1007.1,NA,NA,27.7,35.2,No,0.2,No
2013-01-22,Albury,16.6,36.5,0.2,NA,NA,WSW,52,S,W,7,26,63,11,1009.1,1006.7,NA,NA,24.2,35.6,No,0,No
2013-01-23,Albury,15.7,34,0,NA,NA,SE,30,SE,SSE,15,13,45,20,1013.4,1010.8,NA,NA,23.3,31.7,No,0,No
2013-01-24,Albury,15.9,37,0,NA,NA,NNW,46,ESE,NE,9,15,56,23,1015.2,1010.4,NA,NA,24.1,35,No,0,No
2013-01-25,Albury,21.2,35.2,0,NA,NA,NNE,43,NE,ENE,19,7,47,31,1009.7,1007,NA,NA,27.2,34,No,0,No
2013-01-26,Albury,21.6,36.5,0,NA,NA,ENE,46,S,WNW,11,11,50,33,1009.9,1004.5,1,6,25.8,36.3,No,0,No
2013-01-27,Albury,15.3,32.9,0,NA,NA,WNW,31,WSW,SW,15,15,60,20,1008.5,1005.3,NA,NA,18.4,31.8,No,0,No
2013-01-28,Albury,18.4,34.7,0,NA,NA,ENE,54,SSE,WNW,7,9,61,36,1007.6,1003.9,5,2,23.1,32.3,No,0,No
2013-01-29,Albury,20.4,32.1,0,NA,NA,W,50,SE,W,19,17,51,31,1005.5,1003.5,NA,2,23.7,30.6,No,0,No
2013-01-30,Albury,9.9,29.9,0,NA,NA,N,33,ENE,S,7,11,53,27,1013.5,1012.3,NA,NA,18,28.7,No,0,No
2013-01-31,Albury,11.5,33.9,0,NA,NA,WNW,48,NE,N,6,24,45,13,1012.2,1006.1,NA,NA,19.5,32.6,No,0.4,No
2013-03-01,Albury,16.9,26.6,0.4,NA,NA,SE,50,SE,SE,26,28,49,31,1016.3,1015.8,NA,NA,19.7,25.2,No,0,No
2013-03-02,Albury,14.3,29.2,0,NA,NA,ESE,41,SE,SSE,17,24,46,28,1021.8,1019,NA,NA,18.9,27.4,No,0,No
2013-03-03,Albury,12,31.8,0,NA,NA,ENE,37,ESE,NE,13,17,52,23,1021.7,1018.2,NA,NA,20,29.7,No,0,No
2013-03-04,Albury,12.8,31,0,NA,NA,ENE,24,ENE,ESE,2,15,64,23,1021.5,1017.6,NA,NA,18.2,29.4,No,0,No
2013-03-05,Albury,13.5,30.9,0,NA,NA,ENE,31,SE,NE,6,19,66,28,1021,1017,NA,NA,18.7,29.5,No,0,No
2013-03-06,Albury,14.4,31.3,0,NA,NA,E,28,ESE,ESE,7,15,65,34,1019.8,1016.1,NA,NA,20.2,29.9,No,0,No
2013-03-07,Albury,16.6,33.8,0,NA,NA,SSE,30,E,ESE,4,9,64,29,1018.5,1015.6,NA,NA,22,32.3,No,0,No
2013-03-08,Albury,17.9,34.9,0,NA,NA,ESE,37,E,ENE,7,13,65,24,1020,1016.1,NA,NA,23.7,33.9,No,0,No
2013-03-09,Albury,18.6,33,0,NA,NA,S,30,SSE,ENE,6,9,65,32,1019.8,1016,NA,NA,22.7,31.8,No,0,No
2013-03-10,Albury,19.7,35.1,0,NA,NA,SE,24,S,WNW,4,7,65,24,1018.6,1015.5,1,NA,22.5,34.5,No,0,No
2013-03-11,Albury,20.1,35.7,0,NA,NA,N,26,ESE,SSE,4,13,56,32,1018.5,1015.5,5,NA,24.2,33.5,No,0,No
2013-03-12,Albury,19.4,33.7,0,NA,NA,NE,35,SSE,NNW,7,13,66,32,1019.2,1014.3,NA,NA,23.2,32.9,No,0,No
2013-03-13,Albury,17.7,33.9,0,NA,NA,W,35,NNE,NW,22,17,47,28,1012.3,1007.3,NA,7,24.3,32.5,No,0,No
2013-03-14,Albury,15.5,30.7,0,NA,NA,NNW,31,WSW,W,7,17,63,26,1011.3,1009.6,NA,NA,18.4,28.6,No,0,No
2013-03-15,Albury,13.8,31.7,0,NA,NA,ESE,22,SSE,SSE,9,11,64,31,1015.6,1013,NA,NA,19.1,29.2,No,0,No
2013-03-16,Albury,12,27.5,0,NA,NA,SW,46,SE,W,4,26,60,36,1013.1,1011.5,NA,2,18,24.1,No,0.2,No
2013-03-17,Albury,11.1,23,0.2,NA,NA,W,35,SSW,WSW,13,15,39,26,1018.3,1018.1,NA,NA,14.8,21.7,No,0,No
2013-03-18,Albury,7.1,24.1,0,NA,NA,SSE,33,SE,ESE,6,15,55,28,1022,1019.6,NA,NA,13,22.7,No,0,No
2013-03-19,Albury,9.1,26.3,0,NA,NA,E,26,NA,SSE,0,9,63,25,1023.8,1020.9,NA,NA,14.7,24.6,No,0,No
2013-03-20,Albury,9.9,28.6,0,NA,NA,WSW,46,SSE,ENE,2,20,59,33,1023.5,1018,NA,6,15.3,27,No,2.6,Yes
2013-03-21,Albury,14.9,20.2,2.6,NA,NA,N,67,NNE,NE,7,26,81,82,1015.7,1009.7,8,8,17.8,18.6,Yes,17.4,Yes
2013-03-22,Albury,10.1,23.3,17.4,NA,NA,NNW,33,NA,NW,0,13,73,45,1014.6,1012.9,NA,1,15.6,21.5,Yes,0,No
2013-03-23,Albury,9,24.2,0,NA,NA,W,28,SSW,WNW,4,9,79,38,1018.5,1016.2,NA,2,13.3,22.9,No,0,No
2013-03-24,Albury,9.5,28.3,0,NA,NA,W,41,S,W,7,22,82,29,1016.9,1013.1,NA,NA,13.7,27.4,No,0,No
2013-03-25,Albury,10.3,27.7,0,NA,NA,NW,31,NA,W,0,13,76,34,1019,1016.9,NA,NA,14.9,27.3,No,0,No
2013-03-26,Albury,14.9,31.3,0,NA,NA,N,33,NA,NNW,0,13,70,29,1017.9,1014.1,NA,NA,18.3,30.4,No,0,No
2013-03-27,Albury,13.8,35.1,0,NA,NA,WNW,61,SSE,NNE,2,22,69,27,1015.7,1011,NA,1,18.4,34.1,No,10.4,Yes
2013-03-28,Albury,18.3,22.2,10.4,NA,NA,NW,46,N,W,24,20,84,84,1013.1,1015.4,8,7,22.2,17.1,Yes,19.8,Yes
2013-03-29,Albury,6.6,20.4,19.8,NA,NA,WSW,31,E,SW,7,13,68,38,1021.1,1018.5,NA,NA,11.2,18.7,Yes,0.2,No
2013-03-30,Albury,7,21.5,0.2,NA,NA,WSW,28,S,WSW,7,13,92,53,1017.9,1014.2,2,1,10.9,19.1,No,0,No
2013-03-31,Albury,10.9,23,0,NA,NA,WNW,30,NNW,WSW,7,15,72,60,1013.6,1013.4,8,8,15.9,20.1,No,0,No
2013-04-01,Albury,8.4,22.9,0,NA,NA,WNW,30,ESE,W,6,19,86,42,1019.3,1016.9,NA,1,11.8,21.3,No,0,No
2013-04-02,Albury,8.5,23.8,0,NA,NA,WNW,30,SSE,WSW,6,17,83,49,1018.6,1016.5,NA,4,12.1,22.4,No,0,No
2013-04-03,Albury,8.6,22.5,0,NA,NA,SE,35,SSE,SE,15,15,61,40,1021.5,1020.6,NA,NA,14.2,21.6,No,0,No
2013-04-04,Albury,8.9,24.3,0,NA,NA,SE,22,SSE,SSE,7,11,72,38,1028.2,1025.8,NA,NA,13.1,23.2,No,0,No
2013-04-05,Albury,10.3,25.3,0,NA,NA,SE,19,NA,S,0,9,78,42,1030.1,1026.8,NA,NA,13,24.3,No,0,No
2013-04-06,Albury,11.2,25.7,0,NA,NA,SSE,20,SSE,WNW,6,11,80,40,1027.7,1023.2,6,NA,14.6,25.1,No,0,No
2013-04-07,Albury,10,26.7,0,NA,NA,S,43,S,W,6,11,74,37,1025,1021.1,NA,NA,15.7,25.8,No,0,No
2013-04-08,Albury,11.5,26,0,NA,NA,ESE,17,E,S,2,9,67,44,1026,1023.3,NA,8,17.5,24.4,No,0,No
2013-04-09,Albury,10.7,26.6,0,NA,NA,SW,19,SSW,S,4,11,72,39,1027.3,1022.8,1,1,16.7,25.3,No,0,No
2013-04-10,Albury,10.3,27.1,0,NA,NA,WNW,24,E,SSW,6,6,72,38,1024.8,1020.6,NA,1,16.8,26,No,0,No
2013-04-11,Albury,10.3,27.6,0,NA,NA,WNW,24,SE,W,7,15,76,34,1023.9,1021,NA,NA,17,27.3,No,0,No
2013-04-12,Albury,11.4,28.2,0,NA,NA,NNE,28,E,N,7,2,74,33,1025.2,1021,NA,4,18,27.2,No,0,No
2013-04-13,Albury,10.4,26.7,0,NA,NA,N,28,SE,NNW,7,15,75,32,1019.9,1013.9,NA,NA,17.3,26.2,No,0,No
2013-04-14,Albury,14.4,24.8,0,NA,NA,SSE,17,SSE,SSE,7,9,80,53,1013,1009.1,7,8,17.4,23.3,No,0.8,No
